,location,location-url,area,area-url,category,content,content-url,content-img
0,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,아트・디자인,뮤지엄과 마술: 온 가족이 즐기는 도쿄의 액티비티,https://www.gotokyo.org/kr/new-and-now/new-and-trending/221003/topics.html,https://www.gotokyo.org/en/new-and-now/new-and-trending/221003/images/221003_main_400.jpg
1,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,아트・디자인,"음악, 아트, 식사를 오감으로 즐기는 긴자의 나이트 명소",https://www.gotokyo.org/kr/new-and-now/new-and-trending/190311/topics.html,https://www.gotokyo.org/en/new-and-now/new-and-trending/190311/images/190311_thum_400.jpg
2,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,아트・디자인,긴자 그래픽 갤러리,https://www.gotokyo.org/kr/spot/186/index.html,https://www.gotokyo.org/kr/spot/186/images/4447_1_670x450_1.jpg
3,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,아트・디자인,GINZA PLACE(긴자 플레이스),https://www.gotokyo.org/kr/spot/665/index.html,https://www.gotokyo.org/en/spot/665/images/665_0433_1_670x450.jpg
4,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,아트・디자인,시세이도 갤러리,https://www.gotokyo.org/kr/spot/125/index.html,https://www.gotokyo.org/en/spot/125/images/125_main_450.jpg
5,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,아트・디자인,GINZA SIX,https://www.gotokyo.org/kr/spot/260/index.html,https://www.gotokyo.org/en/spot/260/images/260_0206_1_670x450.jpg
6,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,아트・디자인,캐논 갤러리 긴자,https://www.gotokyo.org/kr/spot/703/index.html,https://www.gotokyo.org/kr/spot/703/images/703_0752_2_670x450.jpg
7,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,마로니에게이트 긴자1,https://www.gotokyo.org/kr/spot/467/index.html,https://www.gotokyo.org/en/spot/467/images/467_0329_2_670x450.jpg
8,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,기간 한정으로 긴자에 최신 입체공원이 출현!,https://www.gotokyo.org/kr/new-and-now/new-and-trending/180910/topics.html,https://www.gotokyo.org/kr/new-and-now/new-and-trending/180910/images/180910_thum_1.jpg
9,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,이토야,javascript:void(0);,https://www.gotokyo.org/_nopub/en/20191031_004/images/new04_670x450.jpg
10,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,일본 최초의 ‘무인양품’ 호텔이 긴자 나미키 거리에서 오픈,https://www.gotokyo.org/kr/new-and-now/new-and-trending/190225/topics.html,https://www.gotokyo.org/en/new-and-now/new-and-trending/190225/images/190225_thum_400.jpg
11,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,와코,https://www.gotokyo.org/kr/spot/658/index.html,https://www.gotokyo.org/en/spot/658/images/658_main_450.jpg
12,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,GINZA PLACE(긴자 플레이스),https://www.gotokyo.org/kr/spot/665/index.html,https://www.gotokyo.org/en/spot/665/images/665_0433_1_670x450.jpg
13,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,GINZA SIX,https://www.gotokyo.org/kr/spot/260/index.html,https://www.gotokyo.org/en/spot/260/images/260_0206_1_670x450.jpg
14,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,도큐 플라자 긴자,https://www.gotokyo.org/kr/spot/663/index.html,https://www.gotokyo.org/en/spot/663/images/5820_1_670x450.jpg
15,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,긴자 미코시,https://www.gotokyo.org/kr/spot/678/index.html,https://www.gotokyo.org/kr/spot/678/images/678_0443_1_670x450.jpg
16,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,긴자 거리,https://www.gotokyo.org/kr/spot/43/index.html,https://www.gotokyo.org/en/spot/43/images/43_0124_4_670x450.jpg
17,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,샤넬 긴자,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1615/images/1336_1_670x450.jpg
18,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,도버 스트리트 마켓 긴자,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1571/images/1571_1_670x450.jpg
19,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,쇼핑,긴자 메종 에르메스,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1516/images/1516_1_670x450.jpg
20,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,레스토랑,기간 한정으로 긴자에 최신 입체공원이 출현!,https://www.gotokyo.org/kr/new-and-now/new-and-trending/180910/topics.html,https://www.gotokyo.org/kr/new-and-now/new-and-trending/180910/images/180910_thum_1.jpg
21,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,레스토랑,베이지 알랑 뒤카스 도쿄,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1616/images/1338_1_670x450.jpg
22,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,레스토랑,긴자 기무라야,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1610/images/1511_1_670x450.jpg
23,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,레스토랑,샤넬 긴자,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1615/images/1336_1_670x450.jpg
24,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,레스토랑,긴자 윤케,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1575/images/1575_2_670x450.jpg
25,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,레스토랑,미나모토 깃초안 긴자 본점,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1574/images/1574_1_670x450.jpg
26,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,기타 정보,긴자,https://www.gotokyo.org/kr/story/walks-and-tours/ginza/index.html,https://www.gotokyo.org/kr/story/walks-and-tours/ginza/images/area001_0985_15_670x450.jpg
27,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,긴자,https://www.gotokyo.org/kr/destinations/central-tokyo/ginza/index.html,기타 정보,추천 건축물 명소—긴자 에리어,https://www.gotokyo.org/kr/story/walks-and-tours/tokyo-architecture-ginza/index.html,https://www.gotokyo.org/kr/story/walks-and-tours/tokyo-architecture-ginza/images/main_670-450.jpg
28,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,"2019년 12월, 아키하바라ㆍ오카치마치의 고가철도 하부공간 ‘Aki-Oka’에 상점가와 호텔이 오픈",https://www.gotokyo.org/kr/new-and-now/new-and-trending/191111/topics.html,https://www.gotokyo.org/en/new-and-now/new-and-trending/191111/images/191111_thum_400.jpg
29,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,차바라 아키오카 마르쉐,https://www.gotokyo.org/kr/spot/446/index.html,https://www.gotokyo.org/kr/spot/446/images/446_0675_3_670x450_1.jpg
30,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,2k540 AKI-OKA ARTISAN,https://www.gotokyo.org/kr/spot/240/index.html,https://www.gotokyo.org/en/spot/240/images/240_0645_1_670x450.jpg
31,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,보크스 아키하바라 하비 천국,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/20191031_006/images/new06_670x450.jpg
32,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,아키하바라 전기 상점가,https://www.gotokyo.org/kr/spot/55/index.html,https://www.gotokyo.org/en/spot/55/images/55_0136_3_670x450.jpg
33,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,AKIBA 컬쳐즈 ZONE,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1280/images/1280_1_670x450.jpg
34,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,도쿄 레저랜드 아키하바라점,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1535/images/1535_2_670x450.jpg
35,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,소프맵 아키하바라 본점,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1536/images/1536_2_670x450.jpg
36,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,LAOX 아키하바라 본점,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1539/images/1539_1_670x450.jpg
37,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,쇼핑,애니메이트 아키하바라,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1530/images/1530_2_670x450.jpg
38,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,만화・애니메이션,게임ㆍ애니메이션의 세계관을 체감할 수 있는 ‘콜라보레이션 카페’의 매력,https://www.gotokyo.org/kr/new-and-now/new-and-trending/190115/topics.html,https://www.gotokyo.org/en/new-and-now/new-and-trending/190115/images/190115_thum_400.jpg
39,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,만화・애니메이션,"“고스트 바둑왕”, “DEATH NOTE”, “바쿠만”으로 유명한 만화가 오바타 다케시의 전람회",https://www.gotokyo.org/kr/new-and-now/new-and-trending/190701/topics.html,https://www.gotokyo.org/en/new-and-now/new-and-trending/190701/images/190701_thum_400.jpg
40,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,만화・애니메이션,간다묘진 신사,https://www.gotokyo.org/kr/spot/17/index.html,https://www.gotokyo.org/kr/spot/17/images/17_0093_4_670x450_1.jpg
41,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,만화・애니메이션,스퀘어 에닉스 카페,https://www.gotokyo.org/kr/spot/1773/index.html,https://www.gotokyo.org/en/spot/1773/images/1773_squarecafe_450.jpg
42,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,만화・애니메이션,칸다 묘진(러브 라이브! 등),https://www.gotokyo.org/kr/spot/1771/index.html,https://www.gotokyo.org/kr/spot/1771/images/1771_kandanyoujin_450.jpg
43,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,만화・애니메이션,아키하바라 전기 상점가,https://www.gotokyo.org/kr/spot/55/index.html,https://www.gotokyo.org/en/spot/55/images/55_0136_3_670x450.jpg
44,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,만화・애니메이션,AKIBA 컬쳐즈 ZONE,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1280/images/1280_1_670x450.jpg
45,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,만화・애니메이션,아키하바라 가차폰 회관,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1534/images/1534_1370_1_670x450.jpg
46,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,만화・애니메이션,애니메이트 아키하바라,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1530/images/1530_2_670x450.jpg
47,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,역사를 따라서,사적 유시마 성당,https://www.gotokyo.org/kr/spot/271/index.html,https://www.gotokyo.org/en/spot/271/images/271_0213_2_670x450.jpg
48,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,역사를 따라서,간다묘진 신사,https://www.gotokyo.org/kr/spot/17/index.html,https://www.gotokyo.org/kr/spot/17/images/17_0093_4_670x450_1.jpg
49,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,워터프론트,간다가와 강,https://www.gotokyo.org/kr/spot/98/index.html,https://www.gotokyo.org/kr/spot/98/images/98_0166_1_670x450.jpg
50,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,워터프론트,히지리바시,https://www.gotokyo.org/kr/spot/503/index.html,https://www.gotokyo.org/kr/spot/503/images/503_0356_1_670x450.jpg
51,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,기타 정보,아키하바라,https://www.gotokyo.org/kr/story/walks-and-tours/akihabara/index.html,https://www.gotokyo.org/kr/story/walks-and-tours/akihabara/images/area002_0986_19_670x450.jpg
52,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,아키하바라,https://www.gotokyo.org/kr/destinations/central-tokyo/akihabara/index.html,기타 정보,세계적으로 유명한 프로 코스플레이어가 친구에게 추천하는 아키하바라의 핫플레이스,https://www.gotokyo.org/kr/story/locals-go/cosplayer-shares-spots-in-akihabara/index.html,https://www.gotokyo.org/kr/story/locals-go/cosplayer-shares-spots-in-akihabara/images/localsgo-reika_400.jpg
53,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,쇼핑,도쿄역의 최신 레스토랑에서 즐기는 도쿄의 명물요리,https://www.gotokyo.org/kr/new-and-now/new-and-trending/221114/topics.html,https://www.gotokyo.org/en/new-and-now/new-and-trending/221114/images/221114_main_400.jpg
54,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,쇼핑,GRANSTA,https://www.gotokyo.org/kr/spot/834/index.html,https://www.gotokyo.org/en/spot/834/images/834_main_450.jpg
55,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,쇼핑,다이마루 백화점 도쿄 지점,https://www.gotokyo.org/kr/spot/623/index.html,https://www.gotokyo.org/en/spot/623/images/623_0727_1_670x450.jpg
56,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,쇼핑,ＫＩＴＴＥ(킷테),https://www.gotokyo.org/kr/spot/28/index.html,https://www.gotokyo.org/kr/spot/28/images/4472_1_670x450_3.jpg
57,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,쇼핑,도쿄역 1번가(도쿄 캐릭터 스트리트/도쿄 과자 랜드/도쿄 라멘 스트리트),https://www.gotokyo.org/kr/spot/660/index.html,https://www.gotokyo.org/kr/spot/660/images/5817_1_670x450_1.jpg
58,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,쇼핑,마루노우치 브릭스퀘어,https://www.gotokyo.org/kr/spot/371/index.html,https://www.gotokyo.org/kr/spot/371/images/5194_1_670x450_1.png
59,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,쇼핑,마루 빌딩,https://www.gotokyo.org/kr/spot/372/index.html,https://www.gotokyo.org/en/spot/372/images/5195_1_670x450.jpg
60,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,쇼핑,마루노우치 오아조,https://www.gotokyo.org/kr/spot/369/index.html,https://www.gotokyo.org/en/spot/369/images/5192_1_670x450.jpg
61,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,쇼핑,신마루 빌딩,https://www.gotokyo.org/kr/spot/368/index.html,https://www.gotokyo.org/kr/spot/368/images/5191_1_670x450.jpg
62,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,쇼핑,나카가와 마사시치점 도쿄 본점,javascript:void(0);,https://www.gotokyo.org/_nopub/kr/spot/1484/images/1484_1_670x450.jpg
63,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,호텔,샹그릴라 도쿄,https://www.gotokyo.org/kr/spot/838/index.html,https://www.gotokyo.org/en/spot/838/images/10088_1_670x450.jpg
64,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,호텔,팰리스 호텔 도쿄,https://www.gotokyo.org/kr/spot/839/index.html,https://www.gotokyo.org/en/spot/839/images/839_0511_1_670x450.jpg
65,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,호텔,코트야드 바이 메리어트 도쿄 스테이션,https://www.gotokyo.org/kr/spot/836/index.html,https://www.gotokyo.org/en/spot/836/images/836_0776_1_670x450.jpg
66,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,호텔,호텔 류메이칸  도쿄,https://www.gotokyo.org/kr/spot/1611/index.html,https://www.gotokyo.org/kr/spot/1611/images/9987_1_670x450_1.jpg
67,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,호텔,도쿄 스테이션 호텔,https://www.gotokyo.org/kr/spot/841/index.html,https://www.gotokyo.org/en/spot/841/images/10090_1_670x450.jpg
68,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,호텔,수퍼 호텔 Lohas  도쿄역 야에스 중앙출구,https://www.gotokyo.org/kr/spot/1609/index.html,https://www.gotokyo.org/en/spot/1609/images/1609_0904_1_670x450.jpg
69,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,아트・박물관,이데미쓰 미술관,https://www.gotokyo.org/kr/spot/127/index.html,https://www.gotokyo.org/en/spot/127/images/127_0619_1_670x450.jpg
70,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,아트・박물관,미쓰비시 1호 미술관,https://www.gotokyo.org/kr/spot/126/index.html,https://www.gotokyo.org/en/spot/126/images/126_0618_2_670x450.jpg
71,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,아트・박물관,일본 카메라 박물관,https://www.gotokyo.org/kr/spot/637/index.html,https://www.gotokyo.org/kr/spot/637/images/637_0734_2_670x450.jpg
72,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,아트・박물관,아이다 미쓰오 미술관,https://www.gotokyo.org/kr/spot/382/index.html,https://www.gotokyo.org/en/spot/382/images/5204_1_670x450.jpg
73,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,아트・박물관,JP 타워 학술 문화 종합 뮤지엄 '인터미디어테크',https://www.gotokyo.org/kr/spot/474/index.html,https://www.gotokyo.org/en/spot/474/images/450.jpg
74,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,아트・박물관,도쿄 스테이션 갤러리,https://www.gotokyo.org/kr/spot/128/index.html,https://www.gotokyo.org/en/spot/128/images/128_0620_3_670x450.jpg
75,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,아트・박물관,메이지 생명관,https://www.gotokyo.org/kr/spot/920/index.html,https://www.gotokyo.org/kr/spot/920/images/920_0538_1_670x450.jpg
76,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,음식,그란스타 야에키타,https://www.gotokyo.org/kr/spot/521/index.html,https://www.gotokyo.org/kr/spot/521/images/521_main_450.jpg
77,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,음식,도쿄의 관광명소를 오픈 톱 버스를 타고 둘러보면서 코스 요리를 즐긴다,https://www.gotokyo.org/kr/new-and-now/new-and-trending/190507/topics.html,https://www.gotokyo.org/en/new-and-now/new-and-trending/190507/images/190507_thum_400.jpg
78,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,음식,귀여운 모던 감각의 창작 일본과자가 대거 집결! 2019년에 문을 연 도쿄의 최신 일본 스위트 맛집,https://www.gotokyo.org/kr/new-and-now/new-and-trending/190917/topics.html,https://www.gotokyo.org/en/new-and-now/new-and-trending/190917/images/190917_thum_400.jpg
79,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,음식,마루노우치 브릭스퀘어,https://www.gotokyo.org/kr/spot/371/index.html,https://www.gotokyo.org/kr/spot/371/images/5194_1_670x450_1.png
80,도쿄 도심부,https://www.gotokyo.org/kr/destinations/central-tokyo/index.html,도쿄역・마루노우치,https://www.gotokyo.org/kr/destinations/central-tokyo/tokyo-station-and-marunouchi/index.html,음식,,https://www.gotokyo.org/kr/spot/964/index.html,https://www.gotokyo.org/shared/images/img_noimage_670x450.jpg
